text_a,text_b,label,clusterA,clusterB
"Imperial Guest House Ltd., 28 Bulstrode Road Hounslow, London, TW33AP","Homestay, 2, Bulstrode Road, Hounslow, London, TW33AT",0,1550,2242
"Apartment in Prime Clifton Location, St Paul's Rd, Bristol, City of, South West, BS81LR","The Clifton, Saint Paul's Road, Bristol, Bristol, City of, South West, BS81LX",0,1617,2561
"Fairmount Hotel, 15 Priory Road Bournemouth Dorset, Bournemouth, Christchurch and Poole, South West, BH25DF","Hotel Fairmount, 15, Priory Road, Bournemouth, Christchurch and Poole, South West, BH25DF",1,3636,3636
"St Simeon, 38 Harrington Gardens South Kensington London, Kensington and Chelsea, SW74LT","St Simeon Hotel, 38, Harrington Gardens",1,1644,1644
"The Wighthill Hotel, 2 Leed Street Isle Of Wight SandownIsle of Wight, South East, PO369DA","Bertram Lodge, 3, Leed Street, Sandown, , GB, Isle of Wight, South East, PO369DA",0,1306,1859
"Twelve Apartments, 12 King Edward Avenue, Blackpool, North West, FY29TD","The Windsor, 21, King Edward Avenue, Blackpool, , United Kingdom, North West, FY29TA",0,2052,554
"Marlborough Hotel, 16 Queens Road Shanklin Isle Of Wight, South East, PO376AN","Marlborough Hotel, 16, Queen's Road, Shanklin, , GB, Isle of Wight, South East, PO376AN",1,2722,2722
"Blencarn Hotel, North Promenade, 294 BLACKPOOL, North West, FY12EY","Park House Hotel, Promenade, Blackpool, North West, FY12HA",0,3899,3420
"Hotel Pelirocco, 10 Regency Square Brighton, Brighton and Hove, South East, BN12FG","Hotel Una, 55-56, Regency Square, Brighton, , United Kingdom, Brighton and Hove, South East, BN12FF",0,2921,43
"The Stafford B&B, 97 Albert Road Blackpool, North West, FY14PW","The Hollies, 88-90, Albert Road, Blackpool, , United Kingdom, North West, FY14PR",0,1104,3909
"The Ceilidh Place, WEST ARGYLE STREET, 18 ULLAPOOL, Highland, IV262TY","The Ceilidh Place, 14, West Argyle Street, Ullapool, , United Kingdom, Highland, IV262TY",1,261,261
"The Mayfair Townhouse - an Iconic Luxury Hotel, Half Moon Street LONDON, W1J7BN","Hilton London Green Park, 27-41, Half Moon Street",0,2422,740
"Bradleys Hotel, 80 Albert Road Blackpool, North West, FY14PR","The Oak Lea Hotel, 83-87, Albert Road, Blackpool, , United Kingdom, North West, FY14PW",0,2435,178
"The Falcon Hotel, 4 Broad Street Bromyard, Herefordshire, County of, West Midlands, HR74BT","Falcon Hotel, 2-4, Broad Street, Bromyard, , GB, Herefordshire, County of, West Midlands, HR74BT",1,2282,2282
"Central Seafront Flat In Kemp Town, Marine Parade Brighton Uk, Brighton and Hove, South East, BN21TR","Drakes, 43-44, Marine Parade, Brighton, Brighton and Hove, South East, BN21PE",0,2231,3672
"Royal Cambridge Hotel, 124-126 Sussex Gardens London, Westminster, W21UB","The Castleton Hotel, 164-166, Sussex Gardens, London",0,1388,618
"Columba Hotel Inverness by Compass Hospitality, 7 Ness Walk InvernessInverness-Shire Scotland, Highland, IV35NF","Columba Hotel, 7, Ness Walk, Inverness, , United Kingdom, Highland, IV35NF",1,973,973
"Albert Hotel, 117 Albert Road Blackpool, North West, FY14PW","Bradleys Hotel, 80, Albert Road, Blackpool, , United Kingdom, North West, FY14PR",0,2138,2435
"Prom Hotel, 77 Marine Parade Great YarmouthNorfolk, East of England, NR302DH","Marine House, Marine Parade, Great Yarmouth",0,828,3854
"Crouchers Country Hotel - Hotel, Birdham Road ChichesterWest Sussex, South East, PO207EH","Crouchers Hotel., Birdham Road, Chichester, South East, PO207EH",1,1155,1155
"Admiral Hotel at Park Avenue, 143 Sussex Gardens Hyde Park Hyde ParkLondon, Westminster, W22RY","Albro House, 155, Sussex Gardens, London",0,3558,1247
"The Z Hotel City, 24 Fleet Street London, City of London, EC4Y1AA","Z City Hotel, 23-28, Fleet Street, London, City of London, EC4Y1AA",1,1589,1589
"The Gallery, 108 Albert Road Blackpool, North West, FY14PR","The Gallery, 108, Albert Road, Blackpool, , United Kingdom, North West, FY14PR",1,2482,2482
"MeliÃ¡ London Kensington Member of MeliÃ¡ Collection, 61 Gloucester Road Kensington London, Kensington and Chelsea, SW74PE","Montana Hotel, 67/69, Gloucester Road",0,1045,116
"The Windsor Hotel, 21 King Edward Avenue North Shore Blackpool, North West, FY29TA","The Alpha, 9, King Edward Avenue, Blackpool, , United Kingdom, North West, FY29TD",0,554,848
"The Railway Hotel, Church Street Haydon Bridge Haydon BridgeHexhamNorthumberland, North East, NE476JG","Railway Hotel, Church Street, Haydon Bridge, Northumberland, , United Kingdom, North East, NE476JG",1,649,649
"The Queensgate Hotel, 5-7 Fletton Avenue  PeterboroughCambridgeshire, East of England, PE28AX","Queensgate Hotel, 5-7, Fletton Avenue, Peterborough, East of England, PE28AX",1,1792,1792
"La Suite West Hyde Park, 41 - 51 Inverness Terrace London, Westminster, W23JN","Grand Royale London Hyde Park Hotel, 1-9, Inverness Terrace, London",0,3070,3463
"Brooklands Over 50's Only, 28/30 King Edward Avenue Blackpool, North West, FY29TA","The Alpha, 9, King Edward Avenue, Blackpool, , United Kingdom, North West, FY29TD",0,554,848
"Tony's House, 30 Norfolk Square Paddington London, Westminster, W21RS","Tony's House Hotel, 30, Norfolk Square, London, , GB, Westminster, W21RS",1,697,697
"Sidney Hotel London Victoria, 68 76 Belgrave Road Victoria VictoriaLondon, Westminster, SW1V2BP","The Belgrave, 80-86, Belgrave Road, London, Westminster, SW1V2BJ",0,1171,988
"Clayton Hotel Bristol City, Broad Street, Bristol,  United Kingdom, Bristol, City of, South West, BS12EQ","Clayton Hotel, 37-38, Broad Street, Bristol, Bristol, City of, South West, BS12EQ",1,1570,1570
"Glencarse Hotel, Main Street Glencarse GlencarsePerth, Perth and Kinross, PH27LX","Glencarse Hotel, 7, Main Street, Glencarse, Perth and Kinross, PH27LX",1,3613,3613
"Royal Hotel, London Road PurfleetEssex, Thurrock, East of England, RM191QA","The Royal Hotel, London Road, Purfleet, Thurrock, East of England, RM191QA",1,3193,3193
"Coach House Cottage, 5 Annerley Road Bournemouth, Bournemouth, Christchurch and Poole, South West, BH13PG","The Water Garden Hotel, 2B, Annerley Road, Bournemouth, Christchurch and Poole, South West, BH13PG",0,3912,1986
"The Belvedere, 91-93 Albert Road  Blackpool, North West, FY14PW","The Sutcliffe Hotel, 70-72, Albert Road, Blackpool, , United Kingdom, North West, FY14PR",0,178,3202
"Thistle Piccadilly, 39 Coventry Street  London, Westminster, W1D6BZ","Thistle Piccadilly Hotel, 39, Coventry Street, City of Westminster, , United Kingdom, London, W1D7AG",1,2257,2257
"Bedruthan Hotel and Spa, Mawgan Porth Cornwall, South West, TR84BU","Bedruthen Steps Hotel, Mawgan Porth, Cornwall, South West, TR84BU",1,228,228
"The Gallery, 108 Albert Road Blackpool, North West, FY14PR","The New Sunset Hotel, 77-81, Albert Road, Blackpool, , United Kingdom, North West, FY14PW",0,2482,178
"The Priory Hotel, The Square BeaulyInverness-shire, Highland, IV47BX","The Priory Hotel, The Square, Beauly, , United Kingdom, Highland, IV47BX",1,315,315
"The Gretna Chase Hotel, Gretna GretnaDumfriesshire, Cumberland, North West, DG165JB","Gretna Chase Hotel, Gretna, Cumberland, North West, DG165JB",1,3187,3187
"Bertelle King's Lynn, Bell Road Grimston, King's Lynn and West Norfolk, East of England, PE321BE","The Old Bell, 1, Gayton Road, King's Lynn, , GB, King's Lynn and West Norfolk, East of England, PE321BG",0,3331,3514
"Meryan House Hotel, Bishops Hull Road Bishops Hull Bishops HullTaunton, Somerset, South West, TA15EG","Meryan House Hotel, Bishops Hull Road, Taunton, , GB, Somerset, South West, TA15EG",1,3027,3027
"Hilton London Croydon, 101 Waddon Way Purley Way Croydon Purley WayCroydon, London, CR94HH","Hilton London Croydon, 101, Waddon Way, Croydon, CR94HH",1,490,490
"The Cameo, 30 Hornby Road Blackpool, North West, FY14QG","The Victoria, 30, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0,3814,84
"Macdonald New Blossoms Hotel, St. John Street  Chester, Cheshire West and Chester, North West, CH11HL","Macdonald New Blossoms Hotel, 1, Saint John Street, Chester, , United Kingdom, Cheshire West and Chester, North West, CH11HL",1,2757,2757
"The Big Blue Hotel, 1 Clifton Drive Pleasure Beach Resort Lancashire Blackpool Lancashire, North West, FY41ND","Delton Hotel, 6, Clifton Drive, Blackpool, , United Kingdom, North West, FY41NE",0,627,746
"The Swan Hotel, 46-46a Greengate Street StaffordStaffordshire, West Midlands, ST162JA","Swan Hotel, 46, Greengate Street, Stafford, West Midlands, ST162JA",1,2220,2220
"Beverley Inn & Hotel, 117 THORNE ROAD Doncaster, Yorkshire and The Humber, DN32JE","The Beverley Inn, 117, Thorne Road, Doncaster, , United Kingdom, Yorkshire and The Humber, DN32JE",1,2147,2147
"Premier Inn Wrexham Town Centre, Jacques Way Wrexham Wrexham, LL112BY","Premier Inn - Wrexham Town Centre, Jacques Way, Wrexham, LL112BY",1,2506,2506
"Skene House HotelSuites Rosemount, 96 Rosemount Viaduct Aberdeen, Aberdeen City, AB251NX","Skene House Rosemount Apartment Hotel, 96, Rosemount Viaduct, Aberdeen City, , United Kingdom, AB251NX",1,979,979
"The Nelson Hotel, 1 Marine Parade Great Yarmouth, East of England, NR303AG","Nelson Hotel, 1, Marine Parade, Great Yarmouth, East of England, NR303AG",1,747,747
"Wildings Hotel, 14 North Parade Llandudno, Conwy, LL302LP","Bay Court Hotel, 18, North Parade, Llandudno, , GB, Conwy, LL302LP",0,2463,1912
"Hadrian Hotel Inn, Wall  Hexham, Northumberland, North East, NE464EE","The Hadrian, Front Street, Wall, Northumberland, North East, NE464EE",1,1472,1472
"Bonnington Beach Hotel, 44 Tregonwell Rd West Cliff Bournemouth Dorset, Bournemouth, Christchurch and Poole, South West, BH25NT","Bonnington Beach, 44, Tregonwell Road, Bournemouth, Christchurch and Poole, South West, BH25NT",1,496,496
"Golden Strand Hotel, 43 Osborne Road Blackpool, North West, FY41HQ","The New Osborne Hotel, 12-14, Osborne Road, Blackpool, , United Kingdom, North West, FY41HJ",0,3856,302
"New Promenade Hotel, 229 Central Promenade Blackpool, North West, FY15DL","Balmoral Hotel, 215-217, Promenade, Blackpool, North West, FY15DL",0,757,3838
"The Gresham Hotel, 116 Sussex Gardens Paddington Hyde ParkLondon, Westminster, W21UA","Royal Cambridge Hotel, 124-126, Sussex Gardens, London",0,3256,1388
"Holiday Inn Express London Epsom Downs, Langley Vale Road EpsomSurrey, Epsom and Ewell, South East, KT185LG","Holiday Inn Express, Langley Vale Road, Epsom and Ewell, , United Kingdom, South East, KT185LG",1,3449,3449
"Coquetvale Hotel, Station Road Rothbury RothburyNorthumberland, North East, NE657QH","The Coquetvale Hotel, Station Road, Rothbury, Northumberland, North East, NE657QH",1,595,595
"The Majestic Hotel, 26-34 Royal Parade Eastbourne, South East, BN227AN","Atlanta Hotel, 10, Royal Parade, Eastbourne, South East, BN227AR",0,3270,3407
"Penstowe Park, Kilkhampton, Cornwall, South West, EX239QY","Penstowe Holiday Park, Bude, Cornwall, South West, EX239QY",1,927,927
"St George Hotel, 46 Norfolk Square Paddington London PaddingtonWestminsterLondon, W21RT","St George Hotel, 46, Norfolk Square, London, Westminster, W21RT",1,1622,1622
"Palace Court Hotel, 64-65 Princess Square  London, Westminster, W24PX","Kensington Court Hotel Notting Hill, 4, Prince's Square, London, , GB, Westminster, W24NP",0,1915,180
"Travelodge Holyhead, Kingsland Road Na Na HolyheadAnglesey, Isle of Anglesey, LL652LB","Travelodge Holyhead, Kingsland Road, Holyhead, Isle of Anglesey, LL652LB",1,1343,1343
"Villiers Hotel, 3 Castle Street BuckinghamBuckinghamshire, South East, MK181BS","Villiers Hotel, 3, Castle Street, Buckinghamshire, South East, MK181BS",1,2994,2994
"Charnleygold Hotel, 38 Charnley Road Blackpool, North West, FY14PF","Trafford Hotel, 40-42, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",1,84,84
"Victorian House, 212 Renfrew Street Glasgow, Glasgow City, G36TX","The Victorian House Hotel, 214, Renfrew Street, Glasgow, , United Kingdom, Glasgow City, G36TX",1,2833,2833
"Stylish Garden View Apartment, 8 9 Western Harbour Midway Leith, City of Edinburgh, EH66PT","Hot-el Apartments, 9, Western Harbour Breakwater, Edinburgh, , United Kingdom, City of Edinburgh, EH66PZ",0,3067,662
"Beachcliffe Holiday Apartments, 3 King Edward Avenue Blackpool, North West, FY29TD","Westcliffe, 46, King Edward Avenue, Blackpool, , United Kingdom, North West, FY29TA",0,848,554
"Burton House, 20 Alfred Street, Blackpool, North West, FY14LL","OYO Gresham Hotel, 106-114, Adelaide Street, Blackpool, , United Kingdom, North West, FY14LE",0,3837,3307
"Derby Midland Hotel, BW Signature Collection, Midland Road Derby, East Midlands, DE12SQ","Derby Midland Hotel, Midland Road, Derby, East Midlands, DE12SQ",1,2243,2243
"Meland Hotel, 22 Palatine Road Blackpool, North West, FY14BT","Lyndale Holiday Flats, 40, Palatine Road, Blackpool, , United Kingdom, North West, FY14BY",0,3767,1526
"Holiday Inn Express London Dartford, University Way Dartford, South East, DA15PA","Holiday Inn Express London - Dartford, University Way, Dartford, South East, DA15PA",1,3237,3237
"Five Pilmour Place, 5 Pilmour Place Saint AndrewsScotland, Fife, KY169HZ","Dunvegan, 7, Pilmour Place, St Andrews, , GB, Fife, KY169HZ",0,544,553
"Anchorage Apartments 6, Gyllyngvase Road, Cornwall, South West, TR114DJ","Gyllyngvase House, Gyllyngvase Road, Falmouth, Cornwall, South West, TR114GH",0,3034,326
"WISHING WELL GUEST HOUSE, 34 Woodfield Road Blackpool, FY16AZ","The Art Break Hotel, 14-16, Woodfield Road, Blackpool, , United Kingdom, North West, FY16AX",0,1830,849
"Bute House Hotel, 4 W Princes St Rothesay, Argyll and Bute, PA209AF","Bute House Hotel, 4, West Princes Street, Rothesay, , GB, Argyll and Bute, PA209AF",1,2904,2904
"The Orbiston, 76-78 Adelaide Street Blackpool, North West, FY14LA","The Orbiston, 76-78, Adelaide Street, Blackpool, North West, FY14LA",1,2090,2090
"The Aspire, 51 Albert Road Blackpool, North West, FY14TA","Fern Villa Hotel, 73, Albert Road, Blackpool, , United Kingdom, North West, FY14PW",0,1823,178
"Nobu London Portman Square, 22 Portman Square London, Westminster, W1H7BG","The Churchill, 30, Portman Square, London, , United Kingdom, Westminster, W1H7BH",0,363,212
"Sherwood Lodge, 100 Drummond Road Skegness, East Lindsey, East Midlands, PE253EH","Sherwood Lodge, 100, Drummond Road, Skegness, , GB, East Lindsey, East Midlands, PE253EH",1,693,693
"Royal Cambridge Hotel, 124-126 Sussex Gardens London, Westminster, W21UB","Royal Cambridge Hotel, 124-126, Sussex Gardens, London",1,1388,1388
"Bakers Rest Cottage, Bakers Rest Grasmere, Westmorland and Furness, North West, LA229SU","The Wordsworth Hotel and Spa, Grasmere, Westmorland and Furness, North West, LA229SW",0,2433,1441
"Kensington Hotel, East Parade Rhyl, Denbighshire, LL183AG","Kensington Hotel, 17, East Parade, Rhyl, , GB, Denbighshire, LL183AG",1,774,774
"Northlands Hotel, 31 33 Hornby Road Blackpool  Blackpool  United Kingdom Blackpool, North West, FY14QG","Raffles Hotel, 73-75, Hornby Road, Blackpool, , United Kingdom, North West, FY14QJ",0,1399,380
"Mercure Birmingham North Barons Court, Walsall Rd Walsall Wood Walsall WoodWalsall, West Midlands, WS99AH","Barons Court Hotel, Walsall Road, West Midlands, WS99AH",1,3510,3510
"Seymour Hotel, 106 Sussex Gardens Hyde ParkLondon, Westminster, W21UH","Berkeley Court Hotel, 94, Sussex Gardens",0,2123,1078
"Lampton Hotel, Exeter Road Bournemouth, BH15AY","Royal Exeter Hotel, 59, Exeter Road, Bournemouth, Christchurch and Poole, South West, BH25AG",0,2976,3222
"The Orchid Hotel, 34 Gervis Road Bournemouth, Bournemouth, Christchurch and Poole, South West, BH13DH","Hotel Celebrity, 47, Gervis Road, Bournemouth, Christchurch and Poole, South West, BH13DD",0,908,2330
"Smart Hyde Park Inn Hostel, 48-50 Inverness Terrace BayswaterLondon, Westminster, W23JA","Hyde Park International, 52-56, Inverness Terrace",0,2707,658
"Travelodge London Teddington, Park House Station Road Teddington Teddington London, Richmond upon Thames, TW119AD","Travelodge, Station Road, Teddington, Richmond upon Thames, London, TW119AD",1,1753,1753
"Lyncombe Lodge Hotel, LYNCOMBE DRIVE BRISTOL, North Somerset, South West, BS255PQ","Lyncombe Lodge, Lyncombe Drive, Bristol, North Somerset, South West, BS255PQ",1,3653,3653
"Avalon Lifestyle Guest House, 7 Upper Rock Gardens Brighton, Brighton and Hove, South East, BN21QE","Cavalaire Hotel, 34, Upper Rock Gardens, Brighton, , GB, Brighton and Hove, South East, BN21QF",0,7,2200
"The World Hotel, 1 Lansdowne Place  Blackpool, North West, FY11SB","Parisenne Hotel, 240-244, Promenade, Blackpool, North West, FY11RZ",0,1412,2165
"Comfort Inn London Westminster, 39 Belgrave Road Victoria London, Westminster, SW1V2BB","The Belgrave, 80-86, Belgrave Road, London, Westminster, SW1V2BJ",0,572,988
"Travelodge Liverpool, 25 OLD HAYMARKET LIVERPOOL, North West, L16ER","Travelodge - Liverpool Central, 25, Old Haymarket, Liverpool, North West, L16ER",1,421,421
"Abc Hyde Park Hotel, 121 Sussex Gardens Paddington LondonWestminster, W22RU","Balmoral Hotel, 156, Sussex Gardens",0,2870,3063
"Saba Hotel London, 101-103 Shepherds Bush Road London, Hammersmith and Fulham, W67LP","Star Hotel, 97-99, Shepherds Bush Road",0,3906,2161
"So Paddington Hotel, 6-8 Norfolk Square London, Westminster, W21RS","Continental Hotel, 36-42, Norfolk Square, London, , GB, Westminster, W21RT",0,2784,3102
"Norfolk Plaza Hotel, 29-33 Norfolk Square Paddingto London, NW21RX","St George Hotel, 46, Norfolk Square, London, Westminster, W21RT",0,2201,1622
"Hipping Hall, Ingleton Road Cowan Bridge Kirkby LonsdaleLancashireGreat Britain, Lancaster, North West, LA62JJ","Hipping Hall, Long Level, Cowan Bridge, Lancaster, North West, LA62JJ",1,1357,1357
"Cross Keys Hotel Kelso, The Cross Keys Hotel 36 37 The Square KelsoScotlandRoxburgshire, Scottish Borders, TD57HL","Cross Keys Hotel, 36-37, The Square, Scottish Borders, TD57HL",1,1411,1411
"The Relish, 4 Augusta Gardens FolkestoneKent, Folkestone and Hythe, South East, CT202RR","The Relish, 4, Augusta Gardens, Folkestone, Folkestone and Hythe, South East, CT202RR",1,2932,2932
"Best Western Plus Burlington Hotel, 3-5 Earls Avenue Folkestone Kent, Folkestone and Hythe, South East, CT202HR","Best Western Plus Burlington Hotel, 3-5, Earls Avenue, Folkestone and Hythe, South East, CT202HR",1,2323,2323
"Croydon Court, LONDON ROAD, 601 LONDON, CR76AY","Croydon Court Hotel, 597-603, London Road, Thornton Heath, CR76AY",1,1175,1175
