orig_indexA,orig_indexB,addressA,addressB,score,Match
8809,7208,"Modern in the Heart of Bristol, Baldwin Street, Bristol, City of, South West, BS11RU","Radisson Hotel Blu, Broad Quay, Bristol, Bristol, City of, South West, BS14BY",0.5,0
8810,5809,"River side Apartment In Bristol, Bath Street, Bristol, City of, South West, BS16LB","Premier Inn, Counterslip, Bristol, Bristol, City of, South West, BS16BX",0.5646,0
8813,7208,"Modern Apartment in Central Bristol, King Street, Bristol, City of, South West, BS14EF","Radisson Hotel Blu, Broad Quay, Bristol, Bristol, City of, South West, BS14BY",0.5,0
8864,5163,"Sunnyside Yourapartment, Surrey Street, Bristol, City of, South West, BS28PS","Holiday Inn, Bond Street, Bristol, Bristol, City of, South West, BS13LE",0.5,0
8880,5163,"Spacious Studio Apartment in the Heart of the City, St. James Barton, Bristol, City of, South West, BS13LY","Holiday Inn, Bond Street, Bristol, Bristol, City of, South West, BS13LE",0.5184,0
8882,7208,"Belmont Yourapartment, Baldwin Street, Bristol, City of, South West, BS11RU","Radisson Hotel Blu, Broad Quay, Bristol, Bristol, City of, South West, BS14BY",0.5324,0
8914,5163,"Stylish 2 Bedroom Property With Free Parking, Wilder Street, Bristol, City of, South West, BS28PH","Holiday Inn, Bond Street, Bristol, Bristol, City of, South West, BS13LE",0.5609,0
9116,7708,"Orchard Cottage. Broadway, High Street, Tewkesbury, South West, WR127LY","Buckland Manor Hotel, Broadway, Tewkesbury, South West, WR127LY",0.5024,0
9177,10214,"Premier Inn Bromsgrove South, Worcester Road Upton Warren Upton WarrenBromsgrove, Wychavon, West Midlands, B617ET","Bluemont Hotel, Worcester Road, Wychavon, West Midlands, B617ET",0.5471,0
9222,688,"Clouds & Soil, 4 Picardy Place Edinburgh, City of Edinburgh, EH13JT","Holiday Inn Express Edinburgh City Centre, 16-18-20-22, Picardy Place, Edinburgh, , United Kingdom, City of Edinburgh, EH13NQ",0.5682,0
9227,3689,"Edinburgh Haddington Place, 34B, 35 & 37-40 Haddington Place EDINBURGH, EH7AG","Joivy, Haddington Place, City of Edinburgh, , United Kingdom, EH74AG",0.5,0
9236,1540,"Beautiful City Centre Apartment, 25 Forth Street, City of Edinburgh, EH13LE","Regent House Hotel, 3, Forth Street, Edinburgh, , United Kingdom, City of Edinburgh, EH13JX",0.5199,0
9244,1540,"Flat In The Heart Of New Town, Hart Street, City of Edinburgh, EH13RN","Regent House Hotel, 3, Forth Street, Edinburgh, , United Kingdom, City of Edinburgh, EH13JX",0.5071,0
9360,8303,"Stoneleigh House Boutique Hotel, 17 Castle Street Buckingham BuckinghamBuckinghamshire, South East, MK181BP","Villiers Hotel, 3, Castle Street, Buckinghamshire, South East, MK181BS",0.515,0
9570,9099,"Burford House, 99 High Street BurfordOxfordshire, West Oxfordshire, South East, OX184QA","Bull, 105-107, High Street, Burford, Oxfordshire, West Oxfordshire, South East, OX184RG",0.5,0
9571,9098,"The Golden Pheasant Hotel, 91 High Street Burford Oxfordshire, West Oxfordshire, South East, OX184QA","Highway Burford, 117, High Street, Burford, Oxfordshire, West Oxfordshire, South East, OX184RG",0.5368,0
9571,9099,"The Golden Pheasant Hotel, 91 High Street Burford Oxfordshire, West Oxfordshire, South East, OX184QA","Bull, 105-107, High Street, Burford, Oxfordshire, West Oxfordshire, South East, OX184RG",0.5983,0
9576,3552,"The Lamb Inn, Sheep Street Burford Oxfordshire, West Oxfordshire, South East, OX184LR","The Bay Tree, Sheep Street, Burford, , GB, West Oxfordshire, South East, OX184LW",0.5697,0
9899,3680,"The Westminster Hotel, 21 Broad Walk BuxtonDerbyshire, High Peak, East Midlands, SK176JR","Roseleigh, Broadwalk, High Peak, , United Kingdom, East Midlands, SK176JR",0.5,0
10081,474,"Y Gwynedd Inn & Bunkhouse, High Street GwyneddSnowdoniaNorth Wales, LL554SU","Dolbadarn Hotel, Stryd Fawr, Llanberis, , United Kingdom, Gwynedd, LL554SU",0.544,0
10138,1097,"Y Llofft, Flat 6 Llewelyn House 59 High Street, Gwynedd, LL554HA","Mount Pleasant, Stryd Fawr, Llanberis, , United Kingdom, Gwynedd, LL554HA",0.5971,0
10205,5052,"Premier Inn Caerphilly Crossways, Crossways Business Park Pontypandy PontypandyCaerphilly, CF833NL","Premier Inn, Caerphilly, CF833NL",0.5,0
10252,1187,"Greenbank Guest House, 143 main street Callander, Stirling, FK178BH","The Crags Hotel, 101, Main Street, Callander, , GB, Stirling, FK178BQ",0.5,0
10252,1188,"Greenbank Guest House, 143 main street Callander, Stirling, FK178BH","Dalgair House Hotel, 113-115, Main Street, Callander, , GB, Stirling, FK178BH",0.518,0
10333,840,"University Arms Autograph Collection, Regent Street Cambridge, East of England, CB21AD","Regent Hotel, 41, Regent Street, Cambridge, , United Kingdom, East of England, CB21AB",0.5423,0
10338,1250,"A & B Guest House, 124 Tenison Road CambridgeCambridgeshire, East of England, CB12DP","Fenners Hotel, 144-146, Tenison Road, Cambridge, , United Kingdom, East of England, CB12DP",0.5565,0
10338,1251,"A & B Guest House, 124 Tenison Road CambridgeCambridgeshire, East of England, CB12DP","Tenison Towers, 148, Tenison Road, Cambridge, , United Kingdom, East of England, CB12DP",0.5485,0
10338,1252,"A & B Guest House, 124 Tenison Road CambridgeCambridgeshire, East of England, CB12DP","Railway Lodge, Tenison Road, Cambridge, , United Kingdom, East of England, CB12DP",0.5418,0
10347,9423,"Cambridge Bed & Breakfast, 39 Milton Road Cambridge, East of England, CB41XA","The Fellows House Cambridge, Curio Collection by Hilton, 33A, Milton Road, Cambridge, East of England, CB41UZ",0.5586,0
10371,9423,"Alpha Milton Guest House, 61-63 Milton Road Cambridge, East of England, CB41XA","The Fellows House Cambridge, Curio Collection by Hilton, 33A, Milton Road, Cambridge, East of England, CB41UZ",0.5,0
10385,4035,"Premier Inn Cambridge A14 J32, Ring Fort Road  Cambridge Cambridge, South Cambridgeshire, East of England, CB42GR","Premier Inn, Ring Fort Road, Cambridge, , GB, South Cambridgeshire, East of England, CB42GW",0.5348,0
10426,6792,"Premier Inn Cambridge City Centre, Newmarket Road Cambridge Cambridge, East of England, CB13EP","Travelodge Cambridge Newmarket Road, 180-190, Newmarket Road, Cambridge, East of England, CB58HE",0.5377,0
10428,2524,"Citystay Mill Park Apartments, Mill Park Cambridge, East of England, CB12LE","Ibis Cambridge Central Station, 2, Station Square, Cambridge, , United Kingdom, East of England, CB12GA",0.5,0
10441,284,"Lynwood House, 217 Chesterton Road Cambridge, East of England, CB41AN","Ashley Hotel, 74-76, Chesterton Road, Cambridge, , United Kingdom, East of England, CB41ER",0.5139,0
10534,5870,"Amazing City Apartment Free Parking, 252 Cherry Hinton Road, Cambridge, East of England, CB17AU","Sorrento Hotel, 190-196, Cherry Hinton Road, Cambridge, East of England, CB17AN",0.5,0
10549,6792,"Newmarket Road Apartments, 139 Newmarket Road, Cambridge, East of England, CB12TX","Travelodge Cambridge Newmarket Road, 180-190, Newmarket Road, Cambridge, East of England, CB58HE",0.5,0
10592,16,"Tailored Stays The Marque Grande Apartment, 143 Hills Road, Cambridge, East of England, CB28RA","Crystal Hotel, 167-169, Hills Road, Cambridge, , United Kingdom, East of England, CB28RJ",0.5033,0
10596,2524,"Luxurious Station Penthouse, Mill Park, Cambridge, East of England, CB12FG","Ibis Cambridge Central Station, 2, Station Square, Cambridge, , United Kingdom, East of England, CB12GA",0.5,0
10790,6714,"Ebury Cottages and Apartments, 65 67 New Dover Road, Canterbury, South East, CT13DX","Abbots Barton Hotel, 36, New Dover Road, Canterbury, Kent, , GB, South East, CT13DU",0.5,0
10791,11338,"Homelea Cottage, 108 Wincheap, Canterbury, South East, CT13RS","Canterbury Hotel, 140, Wincheap, Canterbury, Kent, , GB, South East, CT13RY",0.5228,0
10817,5581,"The Linen House, Flat 3 Castle Street, Canterbury, South East, CT12QT","Castle House Hotel, 28, Castle Street, Canterbury, Kent, , GB, South East, CT12PT",0.5,0
10848,830,"Holiday Inn Cardiff City, Castle Street Cardiff, CF101XD","The Angel Hotel, Castle Street, Cardiff, , United Kingdom, CF101SZ",0.5619,0
10850,3334,"Quayside Serviced Apartments, Bute Place Cardiff, CF105AN","Jolyons Boutique Hotel, Bute Crescent, Cardiff, , United Kingdom, CF105AN",0.5826,0
10881,3169,"Clayton Hotel Cardiff, St Mary Street Cardiff Wales, CF101GD","Travelodge, 65-76, Saint Mary Street, Cardiff, , United Kingdom, CF101FA",0.5497,0
10888,1107,"Ml Lodge, 108 St Mary Street Cardiff, CF101DX","Sandringham Hotel, 21, Saint Mary Street, Cardiff, , United Kingdom, CF101PL",0.5648,0
10889,3672,"Cardiff Sandringham Hotel, 21 St. Mary Street Cardiff, CF101PL","ML Lodge, Saint Mary Street, Cardiff, , United Kingdom, CF101DX",0.57,0
10899,10156,"Best Western Mount Sorrel, Porthkerry Road Barry, Vale of Glamorgan, CF627XY","Abershaw House Hotel, 28, Porthkerry Road, Barry, Vale of Glamorgan, CF627AX",0.5265,0
10920,3170,"ibis Cardiff, Churchill way Cardiff, CF102HA","Premier Inn, 10, Churchill Way, Cardiff, , United Kingdom, CF102HE",0.5,0
10934,2098,"Church Guesthouse, 109 Cathedral Road Cardiff, CF119PH","Abbey Hotel, 149, Cathedral Road, Cardiff, , United Kingdom, CF119PJ",0.5,0
10934,3338,"Church Guesthouse, 109 Cathedral Road Cardiff, CF119PH","Dexby Town House, 126, Cathedral Road, Cardiff, , GB, CF119LQ",0.5,0
10934,3340,"Church Guesthouse, 109 Cathedral Road Cardiff, CF119PH","No 73 by Coffi Co, 73, Cathedral Road, Cardiff, , GB, CF119HE",0.5,0
10934,3557,"Church Guesthouse, 109 Cathedral Road Cardiff, CF119PH","CF Eleven, 151, Cathedral Road, Cardiff, , United Kingdom, CF119PJ",0.5,0
10934,3558,"Church Guesthouse, 109 Cathedral Road Cardiff, CF119PH","Elgano Hotel, 58, Cathedral Road, Cardiff, , United Kingdom, CF119LL",0.5,0
10934,8125,"Church Guesthouse, 109 Cathedral Road Cardiff, CF119PH","Lincoln House Hotel, 118-120, Cathedral Road, Cardiff, , GB, CF119LQ",0.5227,0
11044,7641,"County Hotel, 9 Botchergate Carlisle, Cumberland, North West, CA11QP","Ibis Hotel Carlisle, Botchergate, Carlisle, Cumberland, North West, CA11RL",0.5,0
11290,1529,"Courtyard Cottage Kirkby Lonsdale, 42B Main Street Kirkby Lonsdale, Westmorland and Furness, North West, LA62AJ","The Royal Hotel, Main Street, Kirkby Lonsdale, , United Kingdom, Westmorland and Furness, North West, LA62AE",0.5943,0
11400,931,"The Bothy Dumfries, The Bothy Southerness, Dumfries and Galloway, DG28AZ","Paul Jones Hotel, C22n, , United Kingdom, Dumfries and Galloway, DG28BB",0.5,0
11402,931,"Spindrift Dumfries, Spindrift Southerness, Dumfries and Galloway, DG28AZ","Paul Jones Hotel, C22n, , United Kingdom, Dumfries and Galloway, DG28BB",0.5,0
11424,11167,"Jurys Inn East Midlands Airport, East Midlands Airport Derby, North West Leicestershire, DE742SH","Leonardo Hotel East Midlands Airport, Beverley Road, Derby, North West Leicestershire, DE742SH",0.5806,0
11734,5857,"Hilden House, 20 Evesham Road Cheltenham, South West, GL522AB","No. 38 The Park, 38, Evesham Road, Cheltenham, South West, GL522AH",0.5562,0
11757,1214,"The Sheep On Sheep Street Hotel, Sheep Street Stow-on-the-Wold, Cotswold, South West, GL541AU","Grapevine Hotel, Sheep Street, Cheltenham, , United Kingdom, Cotswold, South West, GL541JW",0.5,0
11809,5776,"Hanover House, 65 St Georges Road Cheltenham, South West, GL503DU","George Hotel, 41-49, Saint Georges Road, Cheltenham, Gloucestershire, South West, GL503DZ",0.5551,0
11822,5779,"No 131, 131 The Promenade CheltenhamGloucestershire, South West, GL501NW","Mercure Cheltenham Queen's Hotel, The Promenade, Cheltenham, South West, GL501NN",0.525,0
11843,8390,"Duke of Wellington, Sherborne Street CheltenhamGloucestershire, Cotswold, South West, GL542BY","HF Holidays Harrington House, Sherbourne Street, Cheltenham, , GB, Cotswold, South West, GL542BY",0.5559,0
11998,8297,"The Royal George Tintern, Tintern, Monmouthshire, NP166SF","The Wild Hare, Main Road, Chepstow, Monmouthshire, NP166SF",0.5,0
12033,9276,"Chester Court Hotel, Hoole Road Chester, Cheshire West and Chester, North West, CH23NL","Dene Hotel, 95, Hoole Road, Chester, Cheshire West and Chester, North West, CH23ND",0.5,0
12033,10392,"Chester Court Hotel, Hoole Road Chester, Cheshire West and Chester, North West, CH23NL","The Oaklands Hotel, 93, Hoole Road, Chester, Cheshire West and Chester, North West, CH23NB",0.5398,0
12052,9276,"Lavender Lodge, 46 Hoole Road Chester, Cheshire West and Chester, North West, CH23NL","Dene Hotel, 95, Hoole Road, Chester, Cheshire West and Chester, North West, CH23ND",0.5,0
12052,10392,"Lavender Lodge, 46 Hoole Road Chester, Cheshire West and Chester, North West, CH23NL","The Oaklands Hotel, 93, Hoole Road, Chester, Cheshire West and Chester, North West, CH23NB",0.501,0
12053,9276,"Kilmorey Lodge, 50 Hoole Road Chester, Cheshire West and Chester, North West, CH23NL","Dene Hotel, 95, Hoole Road, Chester, Cheshire West and Chester, North West, CH23ND",0.5,0
12053,10392,"Kilmorey Lodge, 50 Hoole Road Chester, Cheshire West and Chester, North West, CH23NL","The Oaklands Hotel, 93, Hoole Road, Chester, Cheshire West and Chester, North West, CH23NB",0.5442,0
12054,9276,"Bowman Lodge, 52 Hoole Road Chester, Cheshire West and Chester, North West, CH23NL","Dene Hotel, 95, Hoole Road, Chester, Cheshire West and Chester, North West, CH23ND",0.5082,0
12054,10392,"Bowman Lodge, 52 Hoole Road Chester, Cheshire West and Chester, North West, CH23NL","The Oaklands Hotel, 93, Hoole Road, Chester, Cheshire West and Chester, North West, CH23NB",0.5518,0
12055,10410,"Ba Ba Guest House, 65 Hoole Road Chester, Cheshire West and Chester, North West, CH23NJ","Bawn Lodge, 8-10, Hoole Road, Chester, Cheshire West and Chester, North West, CH23NH",0.5654,0
12091,7243,"Belgrave, City Road Chester, Cheshire West and Chester, North West, CH13AE","Westminster Hotel, 63, City Road, Chester, Cheshire West and Chester, North West, CH13AF",0.5,0
12094,10408,"Comfort Inn, HOOLE ROAD, 74 CHESTER, Cheshire West and Chester, North West, CH23NL","The Limes, 12, Hoole Road, Chester, Cheshire West and Chester, North West, CH23NJ",0.5147,0
12094,10410,"Comfort Inn, HOOLE ROAD, 74 CHESTER, Cheshire West and Chester, North West, CH23NL","Bawn Lodge, 8-10, Hoole Road, Chester, Cheshire West and Chester, North West, CH23NH",0.5609,0
12097,436,"Chester Station Hotel, Sure Hotel Collection by Best Western, City Road ChesterCheshire, Cheshire West and Chester, North West, CH13AF","Belgrave Hotel, 61, City Road, Chester, , United Kingdom, Cheshire West and Chester, North West, CH13AE",0.5,0
12105,11140,"Cranage Hall, Byley Lane Cranage CranageHolmes Chapel  Cheshire, Cheshire East, North West, CW48EW","De Vere Cranage Estate, Byley Lane, Cranage, Holmes Chapel, Cheshire East, North West, CW48EW",0.5176,0
12106,436,"Eaton, City Road, 29-31 CHESTER, Cheshire West and Chester, North West, CH13AE","Belgrave Hotel, 61, City Road, Chester, , United Kingdom, Cheshire West and Chester, North West, CH13AE",0.58,0
12148,437,"Premier Inn Chester City Centre, . CHESTER, Cheshire West and Chester, North West, CH13AE","Quarterz, 39-43, City Road, Chester, , United Kingdom, Cheshire West and Chester, North West, CH13AE",0.501,0
12168,4260,"pentahotel Warrington, Aston Avenue Birchwood Business ParkWarrington, North West, WA36ZN","Pentahotel Warrington, Aston Avenue, Warrington, North West, WA36ZN",0.5,0
12169,4244,"Cheshunt Marriott Hotel, Halfhide Lane Turnford TurnfordBroxbourne, East of England, EN106NG","Mariott Cheshunt, Broxbourne, East of England, EN106NG",0.5,0
12175,8209,"Premier Inn Chessington, Leatherhead Road ChessingtonSurrey, Kingston upon Thames, London, KT92NE","Chessington Azteca Hotel, Leatherhead Road, Kingston upon Thames, London, KT92NE",0.592,0
12196,9276,"Lavender Lodge, 46 Hoole Road Chester, Cheshire West and Chester, North West, CH23NL","Dene Hotel, 95, Hoole Road, Chester, Cheshire West and Chester, North West, CH23ND",0.5,0
12196,10392,"Lavender Lodge, 46 Hoole Road Chester, Cheshire West and Chester, North West, CH23NL","The Oaklands Hotel, 93, Hoole Road, Chester, Cheshire West and Chester, North West, CH23NB",0.501,0
12197,9276,"Kilmorey Lodge, 50 Hoole Road Chester, Cheshire West and Chester, North West, CH23NL","Dene Hotel, 95, Hoole Road, Chester, Cheshire West and Chester, North West, CH23ND",0.5,0
12197,10392,"Kilmorey Lodge, 50 Hoole Road Chester, Cheshire West and Chester, North West, CH23NL","The Oaklands Hotel, 93, Hoole Road, Chester, Cheshire West and Chester, North West, CH23NB",0.5442,0
12198,9276,"Bowman Lodge, 52 Hoole Road Chester, Cheshire West and Chester, North West, CH23NL","Dene Hotel, 95, Hoole Road, Chester, Cheshire West and Chester, North West, CH23ND",0.5082,0
12198,10392,"Bowman Lodge, 52 Hoole Road Chester, Cheshire West and Chester, North West, CH23NL","The Oaklands Hotel, 93, Hoole Road, Chester, Cheshire West and Chester, North West, CH23NB",0.5518,0
12199,10410,"Ba Ba Guest House, 65 Hoole Road Chester, Cheshire West and Chester, North West, CH23NJ","Bawn Lodge, 8-10, Hoole Road, Chester, Cheshire West and Chester, North West, CH23NH",0.5654,0
12206,7243,"Belgrave, City Road Chester, Cheshire West and Chester, North West, CH13AE","Westminster Hotel, 63, City Road, Chester, Cheshire West and Chester, North West, CH13AF",0.5,0
12208,10408,"Comfort Inn, HOOLE ROAD, 74 CHESTER, Cheshire West and Chester, North West, CH23NL","The Limes, 12, Hoole Road, Chester, Cheshire West and Chester, North West, CH23NJ",0.5147,0
12208,10410,"Comfort Inn, HOOLE ROAD, 74 CHESTER, Cheshire West and Chester, North West, CH23NL","Bawn Lodge, 8-10, Hoole Road, Chester, Cheshire West and Chester, North West, CH23NH",0.5609,0
12210,436,"Chester Station Hotel, Sure Hotel Collection by Best Western, City Road ChesterCheshire, Cheshire West and Chester, North West, CH13AF","Belgrave Hotel, 61, City Road, Chester, , United Kingdom, Cheshire West and Chester, North West, CH13AE",0.5,0
